ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
45,45,Shinedown,Shinedown,Leave a Whisper,Leave A Whisper,"Rock , Music , Hard Rock , Alternative",Rock,$1.29 ,$1.29 ,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,2015 Mad Decent,04:09,04:09,27-May-03,27-May-03
Teardrops On My Guitar ( Pop Version ),Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Taylor Swift ( Bonus Track Version ),Taylor Swift,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",Country,$0.99 ,$1.29 ,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD","( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",02:59,03:23,24-Oct-06,18-Mar-08
Love Is Gone ( Fred Rister & Joachim Garraud Remix ),We Found Love,David Guetta,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],Pop for Your Weekend [ Explicit ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative","Dance & Electronic , House",$1.99 ,$1.29 ,_ ã_ 2007 Gum Records,2012 Blue Drum Records,03:42,03:35,18-Sep-07,
If I Am a Stranger ( Live In Amsterdam ),My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live At Carnegie Hall [ Explicit ],"Singer/Songwriter , Music , Rock",Rock,$0.99 ,$1.29 ,2012 PAXAM RECORDS,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,05:10,05:22,2-Jul-12,21-Apr-15
The Whisperer ( feat . Sia ),Rise ( feat . Skylar Grey ),David Guetta,David Guetta,Listen,Listen ( Deluxe ),"Dance , Music , Electronic , House , Rock , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",2015 If Moving Your Mine,03:54,03:55,24-Nov-14,24-Nov-14
Epilogue ( feat . George the Poet ),So Strong [ feat . Chasing Grace ],Naughty Boy,Naughty Boy,Hotel Cabana,Hotel Cabana ( Deluxe Version ) [ Explicit ],"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Pop,$1.29 ,$1.29 ,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,01:28,03:36,6-May-14,6-May-14
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Night Of Your Life ( Feat . Jennifer Hudson ),David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat,"Dance , Music , Rock , House , Electronic",Dance & Electronic,$1.29 ,$1.29 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,03:34,03:42,26-Aug-11,26-Aug-11
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),I Can Only Imagine ( Feat . Chris Brown & Lil Wayne ),David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat,"Dance , Music , Rock , House , Electronic",Dance & Electronic,$1.29 ,$1.29 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,03:34,03:29,26-Aug-11,26-Aug-11
X2CU,X2CU,Jason Derulo,Jason Derulo,Everything Is 4,Everything Is 4 [ Clean ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",Pop,$1.29 ,$1.29 ,2015 Warner Bros. . Records Inc.,2011 Because Music,05:13,05:14,1-Jun-15,1-Jun-15
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Nothin ' On You [ Feat . Bruno Mars ],David Guetta,David Guetta,One Love ( Deluxe Version ),Pop Love,"Dance , Music","Dance & Electronic , House",$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,2012 Blue Drum Records,02:51,03:25,21-Aug-09,
Whateva ( feat . Monty ),For My Team ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:28,,25-Sep-15
Whateva ( feat . Monty ),For My Team ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:28,,25-Sep-15
Whateva ( feat . Monty ),For My Team ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:28,,25-Sep-15
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],One Love ( Feat . Estelle ; Continuous Mix Version ),David Guetta,David Guetta,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,04:42,24-Nov-14,21-Aug-09
Over My Dead Body,Over My Dead Body [ Clean ],Drake,Drake,Take Care ( Deluxe Version ),Take Care ( Deluxe Edition ),"Hip-Hop/Rap , Music",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2011 Cash Money Records Inc.,( C ) 2012 Cash Money Records Inc.,04:32,04:32,15-Nov-11,20-Mar-12
Remember You ( feat . The Weeknd ),It 's Nothin ( feat . 2 Chainz ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,03:47,4-Dec-12,4-Dec-12
Latch ( feat . Sam Smith ),You & Me [ feat . Eliza Doolittle ],Disclosure,Disclosure,Settle ( Deluxe Version ),Settle,"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:15,04:27,15-Apr-14,11-Jun-13
Latch ( feat . Sam Smith ),Latch [ feat . Sam Smith ],Disclosure,Disclosure,Settle ( Deluxe Version ),Settle,"Electronic , Music","Electronica , Dance & Electronic",$1.29 ,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:15,04:15,15-Apr-14,11-Jun-13
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ],David Guetta,David Banner,One Love ( Deluxe Version ),Mississippi-The Album ( Explicit Version ),"Dance , Music",Pop,$1.29 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",02:51,04:24,21-Aug-09,20-May-03
Remember You ( feat . The Weeknd ),KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,05:20,04:09,4-Dec-12,19-Aug-14
Money Right ( feat . Rick Ross & Brisco ),Roll ( feat . Sean Kingston ) [ Clean ],Flo Rida,Flo Rida,Mail On Sunday,Mail On Sunday [ Clean ],"Hip-Hop/Rap , Music , Pop , Dirty South","Rap & Hip-Hop , Southern Rap , Pop Rap",$1.29 ,$1.29 ,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2013 Warner Bros. . Records Inc.,03:16,03:59,18-Mar-08,18-Mar-08
Illusion ( feat . Echosmith ),Papercut [ feat . Troye Sivan ],Zedd,Zedd,True Colors,True Colors,"Dance , Music , Electronic",Dance & Electronic,$1.29 ,$1.29 ,2015 Interscope Records,( C ) 2015 Interscope Records,06:30,07:23,18-May-15,18-May-15
Lifted ( feat . Emeli Sand ' © & Professor Green ),Top Floor ( Cabana ) [ feat . Ed Sheeran ],Naughty Boy,Naughty Boy,Hotel Cabana ( Deluxe Version ),Hotel Cabana [ Explicit ],"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$1.29 ,$1.29 ,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,04:15,02:09,6-May-14,6-May-14
Cameras,Cameras [ Clean ],Wiz Khalifa,Wiz Khalifa,Rolling Papers,Rolling Papers [ Clean ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,04:29,04:29,28-Mar-11,28-Mar-11
Outversion,Outversion,Mark Ronson,Mark Ronson,Version,Version [ Explicit ],"Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative",Pop,$0.99 ,$0.99 ,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,( c ) 2011 J'adore Records,01:50,01:50,10-Jul-07,10-Jul-07
Epilogue ( feat . George the Poet ),Wonder [ feat . Emeli Sand_ © ],Naughty Boy,Naughty Boy,Hotel Cabana,Hotel Cabana ( Deluxe Version ) [ Explicit ],"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Pop,$1.29 ,$1.29 ,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,01:28,03:27,6-May-14,6-May-14
"Young , Wild & Free ( feat . Bruno Mars )",Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoop Dogg,Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack","Gangsta & Hardcore , Rap & Hip-Hop",$1.99 ,$0.99 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,( C ) 2004 Geffen Records,04:12,03:08,12-Dec-11,16-Nov-04
Sweet Spot 2.0 ( feat . Jennifer Lopez ),Sweet Spot ( feat . Jennifer Lopez ),Flo Rida,Flo Rida,Wild Ones,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance","Dance & Electronic , Rap & Hip-Hop , House",$1.29 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",03:11,03:48,22-Jun-12,22-Jun-12
Ready for the Weekend ( Dave Spoon Dub Remix ),Ready for the Weekend ( Album Version ),Calvin Harris,Calvin Harris,Ready for the Weekend - EP,Ready For The Weekend,"Dance , Music , Rock , Electronic",Dance & Electronic,$0.99 ,$1.29 ,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.","( C ) 1994 UMG Recordings , Inc.",06:35,03:38,15-Sep-09,23-Jul-13
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],"Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:58,24-Nov-14,24-Nov-14
Second Chance ( Live Acoustic from Kansas City ),Heroes ( Live Acoustic From Kansas City ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,05:06,08:09,18-Apr-11,18-Apr-11
Second Chance ( Live Acoustic from Kansas City ),Heroes ( Live Acoustic From Kansas City ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),Somewhere In The Stratosphere,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,( C ) 2005 MCA Nashville,05:06,08:09,18-Apr-11,18-Apr-11
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Without You ( Feat . Usher ),David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat,"Dance , Music , Rock , House , Electronic",Dance & Electronic,$1.29 ,$1.29 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,03:34,03:28,26-Aug-11,26-Aug-11
Illusion ( feat . Echosmith ),Illusion [ feat . Echosmith ],Zedd,Zedd,True Colors,True Colors,"Dance , Music , Electronic",Dance & Electronic,$1.29 ,$1.29 ,2015 Interscope Records,( C ) 2015 Interscope Records,06:30,06:25,18-May-15,18-May-15
If I Am a Stranger ( Live In Amsterdam ),Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ],Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live At Carnegie Hall [ Explicit ],"Singer/Songwriter , Music , Rock",Rock,$0.99 ,$1.29 ,2012 PAXAM RECORDS,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,05:10,04:02,2-Jul-12,21-Apr-15
If I Am a Stranger ( Live In Amsterdam ),Do n't Fail Me Now ( Live in Malmo Bonus Track ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),"Singer/Songwriter , Music , Rock","Folk , Rock",$0.99 ,$0.99 ,2012 PAXAM RECORDS,2012 PAXAM RECORDS,05:10,05:43,2-Jul-12,2-Jul-12
Rashi ( Outro ),Rashi ( Outro ),Mark Ronson,Mark Ronson,Here Comes the Fuzz,Here Comes The Fuzz [ Explicit ],"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",Dance & Electronic,$0.99 ,$0.99 ,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,( c ) 2015 Karaoke Freaks,02:01,02:01,29-Aug-03,29-Aug-03
"I Know ( feat . Chris Brown , Wiz Khalifa & Seven )",I Know [ feat . Wiz Khalifa ] [ Explicit ],"Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven",Diddy - Dirty Money,Last Train to Paris,Last Train To Paris [ Explicit ],"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,_ ã_ 2010 Bad Boy/Interscope Records,( C ) 2010 Bad Boy/Interscope Records,04:31,04:31,14-Dec-10,14-Dec-10
My Armor Is Iron,My Armor Is Iron,Howard Shore,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",Soundtracks,$1.29 ,$1.29 ,_ ã_ 2013 WaterTower Music,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,05:16,05:16,10-Dec-13,10-Dec-13
Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ],Kill Everybody ( Bare Noize Remix ),Skrillex & Kill the Noise,Skrillex,Recess Remixes - EP,Scary Monsters And Nice Sprites EP [ Explicit ],"Dance , Music","Electronica , Dance & Electronic , Dubstep",$1.29 ,$1.29 ,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",( c ) 2013 Digitop Ltd,03:47,04:41,7-Jul-14,21-Dec-10
"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Stranger Inside,Shinedown,Shinedown,Leave a Whisper ( Deluxe Version ),Leave A Whisper,"Rock , Music , Hard Rock , Alternative",Rock,$1.29 ,$1.29 ,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,2015 Mad Decent,03:59,04:01,27-May-03,27-May-03
Lights ( RAC Mix ),Lights ( Single Version ),Ellie Goulding,Ellie Goulding,"Lights , Pt. 2 ( The Remixes ) - EP",Lights ( Amazon Exclusive Version ) [ + Digital Booklet ],"Dance , Music , Pop",Pop,$1.29 ,$1.29 ,2011 Polydor Ltd. ( UK ),( C ) 2011 Polydor Ltd. ( UK ),05:44,03:32,19-Jul-11,8-Mar-11
Turn to You ( Mother 's Day Dedication ),Love Me Like You Do ( Sax Instrumental Version ),Justin Bieber,Justin Ward,Turn to You ( Mother 's Day Dedication ) - Single,Love Me Like You Do - Made Popular By Ellie Goulding,"Pop , Music , Rock",Pop,$1.29 ,$0.89 ,2012 The Island Def Jam Music Group,( c ) 2015 Covered Records,03:39,03:16,11-May-12,
I 'd Love to Change Your Name,I 'd Love To Change Your Name,Kenny Chesney,Kenny Chesney,In My Wildest Dreams,In My Wildest Dreams,"Country , Music , Urban Cowboy , Contemporary Country",Country,$0.99 ,$0.99 ,2004 BMG Music,( p ) Moda Black,02:48,02:48,1994,27-Jul-04
VHS Outro ( Interlude ),Adam & Noah 's Priorities ( Interlude ),X Ambassadors,X Ambassadors,VHS,VHS [ Clean ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:27,30-Jun-15,30-Jun-15
VHS Outro ( Interlude ),First Show ( Interlude ),X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:11,30-Jun-15,30-Jun-15
Going Away For a While,Going Away For A While,Brett Eldredge,Brett Eldredge,Illinois,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",Country,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,( c ) Phonotype,03:13,03:15,11-Sep-15,11-Sep-15
A+E ( feat . Kandaka Moore & Nikki Cislyn ),Rather Be ( feat . Jess Glynne ),Clean Bandit,Clean Bandit,New Eyes,New Eyes,"Dance , Music , Electronic , Classical , Classical Crossover , Rock , House , Electronica","Electronica , Dance & Electronic",$1.29 ,$1.29 ,2014 Warner Music UK Limited,( C ) 2005 Rebel Records Llc,04:06,03:47,2-Jun-14,2-Jun-14
Downside of Growing Up,Your Side Of Town,Maddie & Tae,Maddie & Tae,Start Here,Start Here,"Country , Music , Rock , Contemporary Country , Pop , Pop/Rock , Honky Tonk",Country,$1.29 ,$1.29 ,"_ ã_ 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )","( C ) 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )",03:30,03:02,28-Aug-15,28-Aug-15
