ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems opher etzion sigmod record,report on the vldb workshop on technologies for e-services ( tes ) acm sigmod record 2000,,"fabio casati , umesh dayal , ming-chien shan",,,1999,
"50,000 users on an oracle8 universal server database","50,000 users on an oracle8 universal server database international conference on management of data","ashok josji , tirthankar lahiri , amit jasuja , sumanta chatterjee","tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",sigmod conference,,1998,1998
"the oracle universal server buffer ashok joshi , n. macnaughton , juan loaiza , m. keihl , tirthankar lahiri , william bridge","50,000 users on an oracle8 universal server database international conference on management of data",,"tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",vldb,,1997,1998
"50,000 users on an oracle8 universal server database","the oracle universal server buffer william bridge , ashok joshi , m. keihl , tirthankar lahiri , juan loaiza , n. macnaughton 1997","ashok josji , tirthankar lahiri , amit jasuja , sumanta chatterjee",,sigmod conference,very large data bases,1998,
"the oracle universal server buffer ashok joshi , n. macnaughton , juan loaiza , m. keihl , tirthankar lahiri , william bridge","the oracle universal server buffer william bridge , ashok joshi , m. keihl , tirthankar lahiri , juan loaiza , n. macnaughton 1997",,,vldb,very large data bases,1997,
"evaluating probabilistic queries over imprecise data reynold cheng , dmitri v. kalashnikov , sunil prabhakar","evaluating probabilistic queries over imprecise data reynold cheng , dmitri v. kalashnikov , sunil prabhakar international conference on management of data 2003",,,sigmod conference,,2003,
streaming queries over streaming data 2002,"evaluating probabilistic queries over imprecise data reynold cheng , dmitri v. kalashnikov , sunil prabhakar international conference on management of data 2003","michael j. franklin , sirish chandrasekaran",,vldb,,,
"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",statistical synopses for graph-structured xml databases 2002,,"neoklis polyzotis , minos garofalakis",sigmod conference,international conference on management of data,,
"structure and value synopses for xml data graphs neoklis polyzotis , minos n. garofalakis vldb 2002",statistical synopses for graph-structured xml databases 2002,,"neoklis polyzotis , minos garofalakis",,international conference on management of data,,
"integration of data mining with database technology amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad vldb",integration of data mining with database technology very large data bases 2000,,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",,,2000,
model-based information integration in a neuroscience mediator system,"information translation , mediation , and mosaic-based browsing in the tsimmis system joachim hammer , h &#233; ctor garc &#237; a-molina , kelly ireland , yannis papakonstantinou , jeffrey ullman , jennifer widom 1995","bertram ludäscher , amarnath gupta , maryann e. martone",,vldb,international conference on management of data,2000,
"information translation , mediation , and mosaic-based browsing in the tsimmis system 1995","information translation , mediation , and mosaic-based browsing in the tsimmis system joachim hammer , h &#233; ctor garc &#237; a-molina , kelly ireland , yannis papakonstantinou , jeffrey ullman , jennifer widom 1995","yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",,sigmod conference,international conference on management of data,,
capability based mediation in tsimmis sigmod conference,"information translation , mediation , and mosaic-based browsing in the tsimmis system joachim hammer , h &#233; ctor garc &#237; a-molina , kelly ireland , yannis papakonstantinou , jeffrey ullman , jennifer widom 1995","hector garcia-molina , murty valiveti , chen li , ramana yerneni , jeffrey d. ullman , vasilis vassalos , yannis papakonstantinou",,,international conference on management of data,1998,
model-based information integration in a neuroscience mediator system,model-based information integration in a neuroscience mediator system,"bertram ludäscher , amarnath gupta , maryann e. martone","bertram lud &#228; scher , amarnath gupta , maryann e. martone",vldb,very large data bases,2000,2000
"image mining in iris : integrated retinal information system kheng guan goh , wynne hsu , mong-li lee 2000",model-based information integration in a neuroscience mediator system,,"bertram lud &#228; scher , amarnath gupta , maryann e. martone",sigmod conference,very large data bases,,2000
"information translation , mediation , and mosaic-based browsing in the tsimmis system 1995",model-based information integration in a neuroscience mediator system,"yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland","bertram lud &#228; scher , amarnath gupta , maryann e. martone",sigmod conference,very large data bases,,2000
answering queries using views : a survey vldb j. 2001,answering queries using views : a survey,alon y. halevy,alon y. halevy,,the vldb journal -- the international journal on very large data bases,,2001
answering queries with useful bindings,answering queries using views : a survey,"edward y. chang , chen li",alon y. halevy,acm trans . database syst .,the vldb journal -- the international journal on very large data bases,2001,2001
minicon : a scalable algorithm for answering queries using views vldb j.,answering queries using views : a survey,"rachel pottinger , alon y. halevy",alon y. halevy,,the vldb journal -- the international journal on very large data bases,2001,2001
"storing and querying ordered xml using a relational database system kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita sigmod conference 2002","object-relational database systems ( tutorial ) : principles , products and challenges",,"michael j. carey , nelson m. mattos , anil k. nori",,international conference on management of data,,1997
unisql/x unified relational and object-oriented database system won kim sigmod conference,"object-relational database systems ( tutorial ) : principles , products and challenges",,"michael j. carey , nelson m. mattos , anil k. nori",,international conference on management of data,1994,1997
java and relational databases : sqlj ( tutorial ) sigmod conference 1998,"object-relational database systems ( tutorial ) : principles , products and challenges","johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner","michael j. carey , nelson m. mattos , anil k. nori",,international conference on management of data,,1997
sap r/3 : a database application system ( tutorial ),"object-relational database systems ( tutorial ) : principles , products and challenges","alfons kemper , florian matthes , donald kossmann","michael j. carey , nelson m. mattos , anil k. nori",sigmod conference,international conference on management of data,1998,1997
"object-relational database systems : principles , products , and challenges ( tutorial )","object-relational database systems ( tutorial ) : principles , products and challenges","michael j. carey , anil nori , nelson mendonça mattos","michael j. carey , nelson m. mattos , anil k. nori",sigmod conference,international conference on management of data,1997,1997
multi-dimensional resource scheduling for parallel queries 1996,parallel query scheduling and optimization with time - and space-shared resources very large data bases,"yannis e. ioannidis , minos n. garofalakis","minos n. garofalakis , yannis e. ioannidis",sigmod conference,,,1997
parallel query scheduling and optimization with time - and space-shared resources vldb 1997,parallel query scheduling and optimization with time - and space-shared resources very large data bases,"yannis e. ioannidis , minos n. garofalakis","minos n. garofalakis , yannis e. ioannidis",,,,1997
