ltable_title,rtable_title,ltable_manufacturer,rtable_manufacturer,ltable_price,rtable_price
adobe after effects cs3,adobe fireworks cs3,adobe,,999,309.99
adobe premiere pro cs3,adobe fireworks cs3,adobe,,799,309.99
adobe soundbooth cs3,adobe fireworks cs3,adobe,,199,309.99
namo webeditor 2006,csdc namo webeditor suite 2006,namo,,99.99,83.92
microsoft works suite 2006,csdc namo webeditor suite 2006,microsoft,,99,83.92
microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft uea-00033 visual studio 2005 team edition for database professionals with msdn premium subscription renewal complete product software development standard 1 user complete product pc - free shipping,microsoft,,5479,2072.97
microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft uea-00033 visual studio 2005 team edition for database professionals with msdn premium subscription renewal complete product software development standard 1 user complete product pc - free shipping,microsoft software,,2309,2072.97
casual games pack,egames . inc casual games pack,egames,,19.99,16.62
casual games pack,egames . inc galaxy of games 5000 pack,egames,,19.99,16.62
galaxy of games 5000,egames . inc galaxy of games 5000 pack,2k games,,19.99,16.62
genuine fractals print pro 4.1 sharpener pro 2.0,onone software inc. gpp-55211 genuine fractals print pro 5 1u,onone software,,,274.97
genuine fractals print pro 5 1u,onone software inc. gpp-55211 genuine fractals print pro 5 1u,onone software,,299.95,274.97
genuine fractals print pro 4.1 sharpener pro 2.0,onone software inc. gfn-42001 genuine fractals print pro v. 4.1 with nik sharpener pro 2.0 license standard license pc mac,onone software,,,320.97
genuine fractals print pro 4.1 sharpener pro 2.0,onone software inc. gpp-55212 upg genuine fractals print pro 5 1u,onone software,,,66.97
phonics success deluxe 2006 ( large box ),topics entertainment math success deluxe 2008,topics entertainment,,49.99,31.06
elementary school success deluxe 2006,topics entertainment math success deluxe 2008,topics entertainment,,49.99,31.06
math success deluxe 2006,topics entertainment math success deluxe 2008,topics entertainment,,49.99,31.06
elementary success deluxe 2006 ( dw dvd ),topics entertainment math success deluxe 2008,topics entertainment,,49.99,31.06
math success deluxe 2008,topics entertainment math success deluxe 2008,topics entertainment,,49.99,31.06
phonics success deluxe 2006 ( large box ),math success ( tm ) deluxe 2007,topics entertainment,,49.99,49.99
elementary school success deluxe 2006,math success ( tm ) deluxe 2007,topics entertainment,,49.99,49.99
math success deluxe 2008,math success ( tm ) deluxe 2007,topics entertainment,,49.99,49.99
phonics success deluxe 2006 ( large box ),phonics success deluxe 2006,topics entertainment,,49.99,22.9
phonics success essentials : grades 7-9,phonics success deluxe 2006,topics education,,19.99,22.9
elementary school success deluxe 2006,phonics success deluxe 2006,topics entertainment,,49.99,22.9
elementary success deluxe 2006 ( dw dvd ),phonics success deluxe 2006,topics entertainment,,49.99,22.9
middle school success deluxe 2008,phonics success deluxe 2006,topics entertainment,,49.99,22.9
norton internet security 2008 10 user,oem internet security suite 2007 3-user single pack,symantec,,199.99,32.85
f-secure internet security 2007 3 pcs,oem internet security suite 2007 3-user single pack,global-marketing-partners,,79.99,32.85
internet security barrier x4 antispam edition,oem internet security suite 2007 3-user single pack,intego inc,,,32.85
retrospect 6.0 desktop mac upgrade,bu24a600000 emc insignia retrospect desktop v. 6.1 upgrade package 2 clients cd,dantz,,59.99,51.85
retrospect 6.0 desktop mac upgrade,emc insignia retrospect workgroup 6 upgrade,dantz,,59.99,162.99
emc retrospect 7.5 professional for windows upgrade,emc insignia retrospect workgroup 6 upgrade,dantz,,,162.99
retrospect 6.0 desktop mac upgrade,emc insignia retrospect desktop 6 upgrade,dantz,,59.99,49.99
emc retrospect 7.5 disk to disk windows,emc insignia retrospect desktop 6 upgrade,dantz,,,49.99
emc retrospect 7.5 svr 1-client windows,emc insignia retrospect desktop 6 upgrade,dantz,,249,49.99
retrospect 6.0 desktop mac upgrade,emc insignia retrospect desktop 6.x,dantz,,59.99,89.99
emedia blues guitar legends,emedia essential bass guitar dvd,emedia,,29.94,16.95
emedia guitar basics,emedia essential bass guitar dvd,emedia music,,,16.95
essential business tools 2.0,emedia essential bass guitar dvd,valusoft,,19.99,16.95
acid music studio 7,acid music studio 6,sony media,sony-pictures-digital-entertainment,78.95,59.95
sony acid music studio,acid music studio 6,sony-pictures-digital-entertainment,sony-pictures-digital-entertainment,69.99,59.95
reader rabbit kindergarten version 1.1,jumpstart kindergarten ( jc ),the learning company,,9.99,9.9
land before time : kindergarten,jumpstart kindergarten ( jc ),brighter-minds-media-inc .,,9.99,9.9
jumpstart world 2nd grade,jumpstart kindergarten ( jc ),knowledge adventure,,19.99,9.9
jumpstart world 1st grade,jumpstart kindergarten ( jc ),knowledge adventure,,19.99,9.9
didi & ditto : kindergarten win/mac,jumpstart kindergarten ( jc ),kutoka,,19.99,9.9
riverdeep arthur 's kindergarten,jumpstart kindergarten ( jc ),riverdeep,,,9.9
jumpstart learning games phonics ( pc & mac ),jumpstart kindergarten ( jc ),knowledge adventure,,9.99,9.9
reader rabbit kindergarten version 1.1,reader rabbit playtime for baby & toddler,the learning company,,9.99,9.9
reader rabbit playtime for baby and toddler,reader rabbit playtime for baby & toddler,the learning company,,19.99,9.9
reader rabbit kindergarten version 1.1,reader rabbit kindergarten special 2-cd edition,the learning company,,9.99,12.95
jumpstart kindergarten,reader rabbit kindergarten special 2-cd edition,knowledge adventure,,19.99,12.95
gods : lands of infinity special edition,reader rabbit kindergarten special 2-cd edition,strategy first,,29.99,12.95
reader rabbit learn to read phonics pre kindergarten,reader rabbit kindergarten special 2-cd edition,the learning company,,9.99,12.95
weekly reader preparing for kindergarten,reader rabbit kindergarten special 2-cd edition,fogware publishing,,19.99,12.95
apple ilife '06 family pack ( mac dvd ) [ older version ],apple iwork '06 family pack,apple computer,,99,99.99
apple . mac 4.0 online service family pack,apple iwork '06 family pack,apple,,179.95,99.99
apple iwork '06 ( mac dvd ),apple iwork '06 family pack,apple,,79,99.99
apple iwork '06 family pack ( mac dvd ) [ older version ],apple iwork '06 family pack,apple,,99,99.99
apple ilife '06 family pack ( mac dvd ) [ older version ],ma166z/a ilife '06 complete package 1 user dvd mac,apple computer,,99,72.74
apple ilife '06 family pack ( mac dvd ) [ older version ],apple ilife '06 software av production software,apple computer,,99,79
apple ilife '06 family pack ( mac dvd ) [ older version ],ilife '06 mac apple ma166z/a,apple computer,,99,47.8
apple iwork '06 ( mac dvd ),ilife '06 mac apple ma166z/a,apple,,79,47.8
apple ilife '06 ( mac dvd ) [ older version ],ilife '06 mac apple ma166z/a,apple computer,,79,47.8
apple ilife '06 family pack ( mac dvd ) [ older version ],apple mac os x v10 .4 tiger software family pack apple & mac software,apple computer,,99,199.95
apple mac os x tiger 10.4.6 family pack ( mac ),apple mac os x v10 .4 tiger software family pack apple & mac software,apple computer,,199,199.95
apple . mac 4.0 online service family pack,apple mac os x v10 .4 tiger software family pack apple & mac software,apple,,179.95,199.95
apple mac os x tiger 10.4.6 ( mac dvd ),apple mac os x v10 .4 tiger software family pack apple & mac software,apple computer,,129,199.95
apple ilife '06 family pack ( mac dvd ) [ older version ],apple mac os x 10.4.6 tiger family pack,apple computer,,99,185.99
apple mac os x tiger 10.4.6 family pack ( mac ),apple mac os x 10.4.6 tiger family pack,apple computer,,199,185.99
apple iwork '06 family pack ( mac dvd ) [ older version ],apple mac os x 10.4.6 tiger family pack,apple,,99,185.99
apple mac os x tiger 10.4.6 ( mac dvd ),apple mac os x 10.4.6 tiger family pack,apple computer,,129,185.99
apple ilife '06 family pack ( mac dvd ) [ older version ],apple ilife '06 family pack,apple computer,,99,99.99
apple mac os x tiger 10.4.6 family pack ( mac ),apple ilife '06 family pack,apple computer,,199,99.99
apple . mac 4.0 online service family pack,apple ilife '06 family pack,apple,,179.95,99.99
apple ilife '06 family pack ( mac dvd ) [ older version ],apple ilife '06 family pack software av production software,apple computer,,99,99
apple mac os x tiger 10.4.6 family pack ( mac ),apple ilife '06 family pack software av production software,apple computer,,199,99
apple ilife '06 ( mac dvd ) [ older version ],apple ilife '06 family pack software av production software,apple computer,,79,99
printmaster 17 gold by encore software,encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc,encore software,,30.66,17.97
printmaster 17 platinum by encore software,encore software 10478 encore printmaster v. 17.0 gold complete product creativity application 1 user ( s ) complete product standard pc,encore software,,39.99,17.97
printmaster 17 gold by encore software,onone software genuine fractals print pro software,encore software,,30.66,269.99
onone genuine fractals 5 full 1u,onone software genuine fractals print pro software,onone software,,159.95,269.99
printmaster 17 gold by encore software,encore software 10931 the print shop design suite proed sb cs by the print shop,encore software,,30.66,105.97
the print shop 22 sb cs by the print shop,encore software 10931 the print shop design suite proed sb cs by the print shop,encore software,,,105.97
the print shop elements : labels & logos sb cs by the print shop,encore software 10931 the print shop design suite proed sb cs by the print shop,encore software,,,105.97
the print shop design suite pro ed sb cs by the print shop,encore software 10931 the print shop design suite proed sb cs by the print shop,encore software,,199.99,105.97
printmaster 17 gold by encore software,encore software 10393 network now ! pro by encore,encore software,,30.66,33.97
3d home architect home v. 8 by encore software,encore software 10393 network now ! pro by encore,encore software,,39.99,33.97
3d home architect landscape v. 8 by encore software,encore software 10393 network now ! pro by encore,encore software,,39.99,33.97
printmaster 17 gold by encore software,encore software 10032 the print shop 21 essentials by broderbund,encore software,,30.66,17.97
the print shop 22 deluxe sb cs by the print shop,encore software 10032 the print shop 21 essentials by broderbund,encore software,,49.95,17.97
printmaster 17 gold by encore software,encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc,encore software,,30.66,33.97
printmaster 17 platinum by encore software,encore software 10485 encore printmaster v. 17.0 platinum complete product creativity application 1 user complete product standard pc,encore software,,39.99,33.97
