ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
infosphere project : system support for information flow applications,infosphere project : system support for information flow applications,"calton pu , jonathan walpole , karsten schwan","calton pu , karsten schwan , jonathan walpole",sigmod record,acm sigmod record,2001,2001
an architecture to support scalable online personalization on the web,an architecture to support scalable online personalization on the web,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe","anindya datta , kaushik dutta , debra vandermeer , krithi ramamritham , shamkant b. navathe",vldb j.,the vldb journal -- the international journal on very large data bases,2001,2001
demonstration : enabling scalable online personalization on the web,an architecture to support scalable online personalization on the web,"debra e. vandermeer , krithi ramamritham , anindya datta , kaushik dutta , helen m. thomas","anindya datta , kaushik dutta , debra vandermeer , krithi ramamritham , shamkant b. navathe",vldb,the vldb journal -- the international journal on very large data bases,2000,2001
query optimization in compressed database systems,data compression support in databases,"zhiyuan chen , flip korn , johannes gehrke","balakrishna r. iyer , david wilhite",sigmod conference,very large data bases,2001,1994
min-max compression methods for medical image databases,data compression support in databases,"john m. tyler , kosmas karadimitriou","balakrishna r. iyer , david wilhite",sigmod record,very large data bases,1997,1994
performing jobs without decompression in a compressed database system,data compression support in databases,"n. winterbottom , s. j. o'connell","balakrishna r. iyer , david wilhite",sigmod record,very large data bases,2003,1994
data compression in oracle,data compression support in databases,"meikel pöss , dmitry potapov","balakrishna r. iyer , david wilhite",vldb,very large data bases,2003,1994
metadata in video databases,data compression support in databases,"ramesh jain , arun hampapur","balakrishna r. iyer , david wilhite",sigmod record,very large data bases,1994,1994
query optimization in compressed database systems,performing joins without decompression in a compressed database system,"zhiyuan chen , flip korn , johannes gehrke","s. j. o'connell , n. winterbottom",sigmod conference,acm sigmod record,2001,2003
query optimization in compressed database systems,research issues for data communication in mobile ad-hoc network database systems,"zhiyuan chen , flip korn , johannes gehrke","leslie d. fife , le gruenwald",sigmod conference,acm sigmod record,2001,2003
research issues in federated database systems : report of efdbs '97 workshop,research issues for data communication in mobile ad-hoc network database systems,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad","leslie d. fife , le gruenwald",sigmod record,acm sigmod record,1997,2003
database issues in telecommunications network management,research issues for data communication in mobile ad-hoc network database systems,ilsoo ahn,"leslie d. fife , le gruenwald",sigmod conference,acm sigmod record,1994,2003
chorochronos : a research network for spatiotemporal database systems,research issues for data communication in mobile ad-hoc network database systems,"enrico nardelli , timos k. sellis , andrew u. frank , stéphane grumbach , hans-jörg schek , manolis koubarakis , michel scholl , ralf hartmut güting , barbara pernici , christian s. jensen , nikos a. lorentzos , babis theodoulidis , yannis manolopoulos , peter widmayer","leslie d. fife , le gruenwald",sigmod record,acm sigmod record,1999,2003
research issues for data communication in mobile ad-hoc network database systems,research issues for data communication in mobile ad-hoc network database systems,"leslie d. fife , le gruenwald","leslie d. fife , le gruenwald",sigmod record,acm sigmod record,2003,2003
multiway spatial joins,multi-step processing of spatial joins,"dimitris papadias , nikos mamoulis","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",acm trans . database syst .,international conference on management of data,2001,1994
a raster approximation for processing of spatial joins,multi-step processing of spatial joins,"jano moreira de souza , geraldo zimbrao","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",vldb,international conference on management of data,1998,1994
query processing in spatial network databases,multi-step processing of spatial joins,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",vldb,international conference on management of data,2003,1994
integration of spatial join algorithms for processing multiple inputs,multi-step processing of spatial joins,"nikos mamoulis , dimitris papadias","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",sigmod conference,international conference on management of data,1999,1994
spatial joins using seeded trees,multi-step processing of spatial joins,"chinya v. ravishankar , ming-ling lo","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",sigmod conference,international conference on management of data,1994,1994
multi-step processing of spatial joins,multi-step processing of spatial joins,"ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",sigmod conference,international conference on management of data,1994,1994
adaptive multi-stage distance join processing,multi-step processing of spatial joins,"sukho lee , bongki moon , hyoseop shin","thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",sigmod conference,international conference on management of data,2000,1994
multiway spatial joins,spatial joins using seeded trees,"dimitris papadias , nikos mamoulis","ming-ling lo , chinya v. ravishankar",acm trans . database syst .,international conference on management of data,2001,1994
spatial joins using seeded trees,spatial joins using seeded trees,"chinya v. ravishankar , ming-ling lo","ming-ling lo , chinya v. ravishankar",sigmod conference,international conference on management of data,1994,1994
