ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
2225,1243,db2 spatial extender - spatial data within the rdbms,db2 spatial extender - spatial data within the rdbms,david w. adler,david w. adler,vldb,very large data bases,2001,2001,1
1436,224,a case for intelligent disks ( idisks ),a case for intelligent disks ( idisks ),"kimberly keeton , joseph m. hellerstein , david a. patterson","kimberly keeton , david a. patterson , joseph m. hellerstein",sigmod record,acm sigmod record,1998,1998,1
858,1139,supporting state-wide immunisation tracking using multi-paradigm workflow technology,supporting state-wide immunisation tracking using multi-paradigm workflow technology,"devashish worah , souvik das , ivan shevchenko , amit p. sheth , john a. miller , chenye lin , devanand palaniswami , krys kochut , john lynch","amit p. sheth , krys kochut , john a. miller , devashish worah , souvik das , chenye lin , devanand palaniswami , john lynch , ivan shevchenko",vldb,very large data bases,1996,1996,1
1358,2157,using referential integrity to easily define consistent subset replicas,using referential integrity to easily define consistent subset replicas,brad hammond,brad hammond,vldb,very large data bases,1996,1996,1
355,2120,an approach to confidence based page ranking for user oriented web search,an approach to confidence based page ranking for user oriented web search,"sanasam ranbir singh , debasis giri , debajyoti mukhopadhyay","debajyoti mukhopadhyay , debasis giri , sanasam ranbir singh",sigmod record,acm sigmod record,2003,2003,1
1203,2158,disnic-plan : a nicnet based distributed database for micro-level planning in india,disnic-plan : a nicnet based distributed database for micro-level planning in india,m. moni,m. moni,vldb,very large data bases,1996,1996,1
329,1251,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,the oodb path-method generator ( pmg ) using access weights and precomputed access relevance,"james geller , ashish mehta , erich j. neuhold , yehoshua perl","ashish mehta , james geller , yehoshua perl , erich neuhold",vldb j.,the vldb journal -- the international journal on very large data bases,1998,1998,1
2609,1343,user-optimizer communication using abstract plans in sybase ase,user-optimizer communication using abstract plans in sybase ase,"patrick valduriez , mihnea andrei","mihnea andrei , patrick valduriez",vldb,very large data bases,2001,2001,1
188,749,cluster validity methods : part i,cluster validity methods : part i,"michalis vazirgiannis , yannis batistakis , maria halkidi","maria halkidi , yannis batistakis , michalis vazirgiannis",sigmod record,acm sigmod record,2002,2002,1
1814,797,upsizing from file server to clent server architectures,an adaptive hybrid server architecture for client caching odbmss,the access team,"kaladhar voruganti , m. tamer &#214; zsu , ronald c. unrau",sigmod conference,very large data bases,1995,1999,0
2332,975,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,"ronald c. unrau , kaladhar voruganti , m. tamer özsu","m. tamer &#214; zsu , kaladhar voruganti , ronald c. unrau",vldb,very large data bases,1998,1998,1
1727,1937,ptool : a light weight persistent object manager,ptool : a light weight persistent object manager,"david hanley , robert l. grossman , xiao qin","r. l. grossman , d. hanley , x. qin",sigmod conference,international conference on management of data,1995,1995,1
2436,600,a pattern-based object calculus,a pattern-based object calculus,"stanley y. w. su , nabil kamel , ping wu","nabil kamel , ping wu , stanley y. w. su",vldb j.,the vldb journal -- the international journal on very large data bases,1994,1994,1
1767,2028,query by humming - in action with its technology revealed,query by humming : in action with its technology revealed,"yunyue zhu , xiaojian zhao , dennis shasha","yunyue zhu , dennis shasha , xiaojian zhao",sigmod conference,international conference on management of data,2003,2003,1
580,33,implementing the spirit of sql-99,implementing the spirit of sql-99,paul brown,paul brown,sigmod conference,international conference on management of data,1999,1999,1
2030,2208,review of web caching and replication by michael rabinovich and oliver spatscheck . addison wesley 2002,review of web caching and replication by michael rabinovich and oliver spatscheck . addison wesley 2002 .,"qiang wang , brian d. davison","qiang wang , brian d. davison",sigmod record,acm sigmod record,2003,2003,1
25,806,high level indexing of user-defined types,high level indexing of user-defined types,"brian t. tran , jyh-herng chow , michelle jou , jean grandbois , yun wang , you-chin fuh , weidong chen , nelson mendonça mattos","weidong chen , jyh-herng chow , you-chin fuh , jean grandbois , michelle jou , nelson mendon &#231; a mattos , brian t. tran , yun wang",vldb,very large data bases,1999,1999,1
1896,222,snakes and sandwiches : optimal clustering strategies for a data warehouse,snakes and sandwiches : optimal clustering strategies for a data warehouse,"laks v. s. lakshmanan , divesh srivastava , h. v. jagadish","h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",sigmod conference,international conference on management of data,1999,1999,1
2120,769,"information , communication , and money : for what can we charge and how can we meter it ?","information , communication , and money : for what can we charge and how can we meter it ?","henry f. korth , stephen blott , abraham silberschatz","stephen blott , henry f. korth , abraham silberschatz",vldb,very large data bases,1998,1998,1
2226,875,identifying representative trends in massive time series data sets using sketches,identifying representative trends in massive time series data sets using sketches,"s. muthukrishnan , nick koudas , piotr indyk","piotr indyk , nick koudas , s. muthukrishnan",vldb,very large data bases,2000,2000,1
363,1214,type-safe relaxing of schema consistency rules for flexible modeling in oodbms,type-safe relaxing of schema consistency rules for flexible modelling in oodbms,"marie-jo bellosta , eric amiel , eric simon , eric dujardin","eric amiel , marie-jo bellosta , eric dujardin , eric simon",vldb j.,the vldb journal -- the international journal on very large data bases,1996,1996,1
1569,95,data mining on an oltp system ( nearly ) for free,data mining on an oltp system ( nearly ) for free,"erik riedel , gregory r. ganger , david nagle , christos faloutsos","erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",sigmod conference,international conference on management of data,2000,2000,1
2205,1482,redo recovery after system crashes,redo recovery after system crashes,"mark r. tuttle , david b. lomet","david b. lomet , mark r. tuttle",vldb,very large data bases,1995,1995,1
881,467,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,terence critchlow,terence critchlow,sigmod record,acm sigmod record,2001,2001,1
582,446,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt","alexander s. szalay , peter z. kunszt , ani thakar , jim gray , don slutz , robert j. brunner",sigmod conference,international conference on management of data,2000,2000,1
1303,2237,database graph views : a practical model to manage persistent graphs,database graph views : a practical model to manage persistent graphs,"alejandro gutiérrez , philippe pucheral , jean-marc thévenin , hermann steffen","alejandro guti &#233; rrez , philippe pucheral , hermann steffen , jean-marc th &#233; venin",vldb,very large data bases,1994,1994,1
2266,1385,top-k selection queries over relational databases : mapping strategies and performance evaluation,offering a precision-performance tradeoff for aggregation queries over replicated data,"surajit chaudhuri , nicolas bruno , luis gravano","chris olston , jennifer widom",acm trans . database syst .,very large data bases,2002,2000,0
937,1550,`` one size fits all '' database architectures do not work for dds,one size fits all database architectures do not work for dss,clark d. french,clark d. french,sigmod conference,international conference on management of data,1995,1995,1
1132,181,panel on next generation database systems wo n't work without semantics !,next generation database systems wo n't work without semantics ! ( panel ),john mylopoulos,john mylopoulos,sigmod conference,international conference on management of data,1998,1998,1
