ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
"The Whisperer ( feat . Sia ) 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 24-Nov-14",Rise ( feat . Skylar Grey ) Listen ( Deluxe ) Dance & Electronic $ 1.29 2015 If Moving Your Mine,David Guetta,David Guetta,Listen,,"Dance , Music , Electronic , House , Rock , French Pop",,$1.29 ,,,,03:54,03:55,,24-Nov-14
"Epilogue ( feat . George the Poet ) Naughty Boy Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd","So Strong [ feat . Chasing Grace ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] 3:36 May 6 , 2014",,,Hotel Cabana,,,Pop,,$1.29 ,,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,01:28,,6-May-14,
"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 3:34 26-Aug-11",Night Of Your Life ( Feat . Jennifer Hudson ) Dance & Electronic $ 1.29 3:42,David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat,,,$1.29 ,,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,,,,26-Aug-11
"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Dance , Music , Rock , House , Electronic 3:34 26-Aug-11",I Can Only Imagine ( Feat . Chris Brown & Lil Wayne ) David Guetta Nothing But The Beat Dance & Electronic $ 1.29 3:29,David Guetta,,Nothing But the Beat,,,,$1.29 ,,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,,,,26-Aug-11
"X2CU Jason Derulo Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance 1-Jun-15",X2CU Jason Derulo Pop 2011 Because Music,,,Everything Is 4,Everything Is 4 [ Clean ],,,$1.29 ,$1.29 ,2015 Warner Bros. . Records Inc.,,05:13,05:14,,1-Jun-15
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music 21-Aug-09","Nothin ' On You [ Feat . Bruno Mars ] Pop Love Dance & Electronic , House $ 1.29 2012 Blue Drum Records",,David Guetta,,,,,$1.29 ,,2010 Gum Prod licence exclusive Parlophone Music France,,02:51,03:25,,
Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) Album Only 2015 300 Entertainment/RGF Productions 5:11,"For My Team ( feat . Monty ) [ Clean ] Fetty Wap $ 1.29 3:28 September 25 , 2015",Fetty Wap,,,Fetty Wap ( Deluxe ) [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",,,,
Whateva ( feat . Monty ) 2015 300 Entertainment/RGF Productions 5:11,"For My Team ( feat . Monty ) [ Clean ] Fetty Wap $ 1.29 3:28 September 25 , 2015",Fetty Wap,,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Clean ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",,,,
"Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only 2015 300 Entertainment/RGF Productions","For My Team ( feat . Monty ) [ Clean ] Fetty Wap $ 1.29 3:28 September 25 , 2015",Fetty Wap,,,Fetty Wap ( Deluxe ) [ Clean ],,Rap & Hip-Hop,,,,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,,,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Dance , Music , Rock , House , Electronic , French Pop $ 1.29","One Love ( Feat . Estelle ; Continuous Mix Version ) One Love ( Deluxe Version ) Dance & Electronic August 21 , 2009",David Guetta,David Guetta,Listen ( Deluxe Version ),,,,,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:20,04:42,24-Nov-14,
"Over My Dead Body Take Care ( Deluxe Version ) Hip-Hop/Rap , Music",Over My Dead Body [ Clean ] Drake $ 1.29 ( C ) 2012 Cash Money Records Inc.,Drake,,,Take Care ( Deluxe Edition ),,Rap & Hip-Hop,$1.29 ,,_ ã_ 2011 Cash Money Records Inc.,,04:32,04:32,15-Nov-11,20-Mar-12
Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) 5:20,It 's Nothin ( feat . 2 Chainz ) [ Explicit ] O.N.I.F.C. [ Explicit ] Rap & Hip-Hop,,Wiz Khalifa,,,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,03:47,4-Dec-12,4-Dec-12
Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,"You & Me [ feat . Eliza Doolittle ] Disclosure Electronica , Dance & Electronic $ 1.29 4:27 June 11 , 2013",,,,Settle,"Electronic , Music",,,,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",04:15,,,
Latch ( feat . Sam Smith ) Disclosure Settle ( Deluxe Version ) $ 1.29 15-Apr-14,"Latch [ feat . Sam Smith ] Disclosure Settle Electronica , Dance & Electronic ( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited June 11 , 2013",,,,,"Electronic , Music",,,$1.29 ,"_ ã_ 2014 Universal Island Records , a division of Universal Music Operations Limited",,04:15,04:15,,
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France","Choose Me ( Album Version ( Edited ) ) [ feat . Sky ] [ Clean ] David Banner Mississippi-The Album ( Explicit Version ) Pop $ 0.99 ( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",David Guetta,,,,,,$1.29 ,,,,02:51,04:24,21-Aug-09,20-May-03
"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap $ 1.99 4-Dec-12",KK ( feat . Project Pat & Juicy J ) [ Explicit ] Wiz Khalifa Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 4:09,,,,,,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,05:20,,,19-Aug-14
Money Right ( feat . Rick Ross & Brisco ) Mail On Sunday $ 1.29 2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,Roll ( feat . Sean Kingston ) [ Clean ] Mail On Sunday [ Clean ] 2013 Warner Bros. . Records Inc.,Flo Rida,Flo Rida,,,"Hip-Hop/Rap , Music , Pop , Dirty South","Rap & Hip-Hop , Southern Rap , Pop Rap",,$1.29 ,,,03:16,03:59,18-Mar-08,18-Mar-08
Illusion ( feat . Echosmith ) True Colors 2015 Interscope Records 6:30,Papercut [ feat . Troye Sivan ] Zedd Dance & Electronic 7:23,Zedd,,,True Colors,"Dance , Music , Electronic",,$1.29 ,$1.29 ,,( C ) 2015 Interscope Records,,,18-May-15,18-May-15
Lifted ( feat . Emeli Sand ' © & Professor Green ) Naughty Boy Hotel Cabana ( Deluxe Version ) 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 6-May-14,"Top Floor ( Cabana ) [ feat . Ed Sheeran ] Hotel Cabana [ Explicit ] ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014",,Naughty Boy,,,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",Pop,$1.29 ,$1.29 ,,,04:15,02:09,,
Cameras 28-Mar-11,"Cameras [ Clean ] Wiz Khalifa Rolling Papers [ Clean ] March 28 , 2011",Wiz Khalifa,,Rolling Papers,,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,04:29,04:29,,
"Outversion Mark Ronson Version Pop , Music , R&B / Soul,Soul,Dance,Rock,Jazz,Hip-Hop / Rap,Electronic,Hip-Hop , Pop/Rock , Adult Alternative $ 0.99 1:50 10-Jul-07",Outversion Mark Ronson $ 0.99 ( c ) 2011 J'adore Records 1:50,,,,Version [ Explicit ],,Pop,,,2007 Mark Ronson under exclusive license to SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited except Track 9 ( P ) 2006 Rapster Records / BBE Records,,,,,10-Jul-07
"Epilogue ( feat . George the Poet ) Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 1:28",Wonder [ feat . Emeli Sand_ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:27,Naughty Boy,,Hotel Cabana,,,Pop,,,,,,,6-May-14,6-May-14
"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 12-Dec-11","Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ] Snoop Dogg R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ) Gangsta & Hardcore , Rap & Hip-Hop ( C ) 2004 Geffen Records November 16 , 2004",,,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],,"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",,,$0.99 ,,,04:12,03:08,,
"Sweet Spot 2.0 ( feat . Jennifer Lopez ) Hip-Hop/Rap , Music , Rap , Electronic , World , Dance 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:11","Sweet Spot ( feat . Jennifer Lopez ) Wild Ones Dance & Electronic , Rap & Hip-Hop , House $ 1.29 3:48 June 22 , 2012",Flo Rida,Flo Rida,Wild Ones,,,,$1.29 ,,,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",,,22-Jun-12,
"Ready for the Weekend ( Dave Spoon Dub Remix ) Dance , Music , Rock , Electronic 6:35 15-Sep-09","Ready for the Weekend ( Album Version ) 3:38 July 23 , 2013",Calvin Harris,Calvin Harris,Ready for the Weekend - EP,Ready For The Weekend,,Dance & Electronic,$0.99 ,$1.29 ,"2009 Sony Music Entertainment Limited under exclusive license to Ultra Records , Inc.","( C ) 1994 UMG Recordings , Inc.",,,,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 3:20 24-Nov-14","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo ) David Guetta $ 1.29",David Guetta,,,Listen ( Deluxe ),,Dance & Electronic,$1.29 ,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,,03:58,,24-Nov-14
"Second Chance ( Live Acoustic from Kansas City ) Shinedown Somewhere In the Stratosphere ( Live ) Rock , Music , Metal , Alternative , Hard Rock 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .",Heroes ( Live Acoustic From Kansas City ) Shinedown Somewhere In The Stratosphere Rock $ 1.29 ( C ) 2005 MCA Nashville,,,,,,,$1.29 ,,,,05:06,08:09,18-Apr-11,18-Apr-11
Second Chance ( Live Acoustic from Kansas City ) Shinedown $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,Heroes ( Live Acoustic From Kansas City ) Shinedown Somewhere In The Stratosphere Rock $ 1.29 ( C ) 2005 MCA Nashville,,,Somewhere In the Stratosphere ( Live ),,"Rock , Music , Metal , Alternative , Hard Rock",,,,,,05:06,08:09,,18-Apr-11
"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France 26-Aug-11",Without You ( Feat . Usher ) $ 1.29 2009 Andy Henningsen 3:28,David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat,"Dance , Music , Rock , House , Electronic",Dance & Electronic,,,,,03:34,,,26-Aug-11
"Illusion ( feat . Echosmith ) Zedd True Colors Dance , Music , Electronic $ 1.29 2015 Interscope Records 6:30",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,,Zedd,,,,Dance & Electronic,,,,,,,18-May-15,18-May-15
"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock $ 0.99",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,Ryan Adams,,Live After Deaf ( Live ) [ Complete Collection ],Live At Carnegie Hall [ Explicit ],,,,,2012 PAXAM RECORDS,,05:10,04:02,2-Jul-12,21-Apr-15
"If I Am a Stranger ( Live In Amsterdam ) Singer/Songwriter , Music , Rock $ 0.99","Do n't Fail Me Now ( Live in Malmo Bonus Track ) Ryan Adams Folk , Rock $ 0.99",Ryan Adams,,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),,,,,2012 PAXAM RECORDS,2012 PAXAM RECORDS,05:10,05:43,2-Jul-12,2-Jul-12
Rashi ( Outro ) Mark Ronson $ 0.99,Rashi ( Outro ) Dance & Electronic 2:01,,Mark Ronson,Here Comes the Fuzz,Here Comes The Fuzz [ Explicit ],"Dance,Music,Hip-Hop / Rap , Alternative Rap,Hip-Hop , R&B / Soul , Soul , Electronic",,,$0.99 ,2003 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States .,( c ) 2015 Karaoke Freaks,02:01,,29-Aug-03,29-Aug-03
"I Know ( feat . Chris Brown , Wiz Khalifa & Seven ) Diddy - Dirty Money , Chris Brown , Wiz Khalifa & Seven Last Train to Paris _ ã_ 2010 Bad Boy/Interscope Records 4:31 14-Dec-10",I Know [ feat . Wiz Khalifa ] [ Explicit ] Last Train To Paris [ Explicit ] ( C ) 2010 Bad Boy/Interscope Records,,Diddy - Dirty Money,,,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,,,,04:31,,14-Dec-10
"My Armor Is Iron The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtrack , Music , Soundtrack , Classical , Original Score $ 1.29","My Armor Is Iron Howard Shore The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtracks 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc. 5:16 December 10 , 2013",Howard Shore,,,,,,,$1.29 ,_ ã_ 2013 WaterTower Music,,05:16,,10-Dec-13,
"Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ] Skrillex & Kill the Noise Recess Remixes - EP Dance , Music 7-Jul-14","Kill Everybody ( Bare Noize Remix ) Skrillex Scary Monsters And Nice Sprites EP [ Explicit ] $ 1.29 ( c ) 2013 Digitop Ltd December 21 , 2010",,,,,,"Electronica , Dance & Electronic , Dubstep",$1.29 ,,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",,03:47,04:41,,
"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Leave a Whisper ( Deluxe Version ) 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States 3:59","Stranger Inside Leave A Whisper Rock 2015 Mad Decent 4:01 May 27 , 2003",,Shinedown,,,"Rock , Music , Hard Rock , Alternative",,$1.29 ,$1.29 ,,,,,27-May-03,
"Lights ( RAC Mix ) Lights , Pt. 2 ( The Remixes ) - EP $ 1.29 5:44","Lights ( Single Version ) Ellie Goulding Lights ( Amazon Exclusive Version ) [ + Digital Booklet ] Pop $ 1.29 March 8 , 2011",Ellie Goulding,,,,"Dance , Music , Pop",,,,2011 Polydor Ltd. ( UK ),( C ) 2011 Polydor Ltd. ( UK ),,03:32,19-Jul-11,
Turn to You ( Mother 's Day Dedication ) Justin Bieber 3:39 11-May-12,Love Me Like You Do ( Sax Instrumental Version ) Justin Ward Love Me Like You Do - Made Popular By Ellie Goulding Pop ( c ) 2015 Covered Records 3:16,,,Turn to You ( Mother 's Day Dedication ) - Single,,"Pop , Music , Rock",,$1.29 ,$0.89 ,2012 The Island Def Jam Music Group,,,,,
I 'd Love to Change Your Name Kenny Chesney 2004 BMG Music 2:48,"I 'd Love To Change Your Name Kenny Chesney Country $ 0.99 ( p ) Moda Black 2:48 July 27 , 2004",,,In My Wildest Dreams,In My Wildest Dreams,"Country , Music , Urban Cowboy , Contemporary Country",,$0.99 ,,,,,,1994,
VHS Outro ( Interlude ) $ 1.29 2015 KIDinaKORNER/Interscope Records 30-Jun-15,"Adam & Noah 's Priorities ( Interlude ) X Ambassadors Alternative Rock ( C ) 2015 KIDinaKORNER/Interscope Records June 30 , 2015",X Ambassadors,,VHS,VHS [ Clean ],"Alternative , Music , Rock , Adult Alternative",,,$1.29 ,,,01:25,00:27,,
"VHS Outro ( Interlude ) VHS Alternative , Music , Rock , Adult Alternative 1:25","First Show ( Interlude ) X Ambassadors VHS [ Explicit ] Alternative Rock ( C ) 2015 KIDinaKORNER/Interscope Records June 30 , 2015",X Ambassadors,,,,,,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,,,00:11,30-Jun-15,
Going Away For a While Illinois,"Going Away For A While $ 1.29 ( c ) Phonotype September 11 , 2015",Brett Eldredge,Brett Eldredge,,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",Country,$1.29 ,,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,03:13,03:15,11-Sep-15,
A+E ( feat . Kandaka Moore & Nikki Cislyn ) New Eyes $ 1.29 4:06 2-Jun-14,"Rather Be ( feat . Jess Glynne ) Electronica , Dance & Electronic $ 1.29 ( C ) 2005 Rebel Records Llc 3:47 June 2 , 2014",Clean Bandit,Clean Bandit,,New Eyes,"Dance , Music , Electronic , Classical , Classical Crossover , Rock , House , Electronica",,,,2014 Warner Music UK Limited,,,,,
"Downside of Growing Up Maddie & Tae Country , Music , Rock , Contemporary Country , Pop , Pop/Rock , Honky Tonk $ 1.29 _ ã_ 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records ) 28-Aug-15",Your Side Of Town Start Here Country $ 1.29,,Maddie & Tae,Start Here,,,,,,,"( C ) 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )",03:30,03:02,,28-Aug-15
"Brave Honest Beautiful ( feat . Meghan Trainor ) Fifth Harmony Pop , Music , R&B / Soul , Dance , Teen Pop , Rock 2014 , 2015 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",Brave Honest Beautiful Fifth Harmony Pop $ 1.29,,,Reflection ( Deluxe ),Reflection ( Deluxe ),,,$1.29 ,,,"( C ) 2012 Big Machine Records , LLC .",03:28,03:28,30-Jan-15,30-Jan-15
Delirious ( feat . Tara McDonald ) _ ã_ 2007 Gum Records 4:31,It 's The Way You Love Me ( Feat . Kelly Rowland ; Continuous Mix Version ) One Love ( Deluxe Version ) ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,David Guetta,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],,"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Dance & Electronic,$1.29 ,$1.29 ,,,,04:11,18-Sep-07,21-Aug-09
"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] $ 1.29 5:09 19-Apr-11","Good Feeling ( Jaywalker Remix ) Dance & Electronic ( C ) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear MusicTM November 15 , 2011",Flo Rida,Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]",Good Feeling ( Remixes ),"Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",,,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,,04:51,,
